Rentrée scolaire;Académie;Code du département;Département;UAI;Nom de l'établissment;Code INSEE de la commune;Nom de la commune;Secteur;Type de lycée;Effectifs voie GT;Effectifs voie PRO;Effectifs Ensemble GT-PRO;IPS voie GT;IPS voie PRO;IPS Ensemble GT-PRO;Ecart-type de l'IPS voie GT;Ecart-type de l'IPS voie PRO
2022-2023;LYON;069;RHONE;0690028F;LYCEE GENERAL ET TECHNOLOGIQUE SAINT JUST;69385;LYON 5E ARRONDISSEMENT;public;LEGT;1210.0;;1210.0;133.0;;133.0;36.6;
2022-2023;LYON;069;RHONE;0690029G;LYCEE GENERAL ET TECHNOLOGIQUE LACASSAGNE;69383;LYON 3E ARRONDISSEMENT;public;LEGT;575.0;;575.0;105.2;;105.2;37.5;
2022-2023;LYON;069;RHONE;0690035N;LYCEE GENERAL ET TECHNOLOGIQUE AUGUSTE ET LOUIS LUMIERE;69388;LYON 8E ARRONDISSEMENT;public;LPO;1100.0;11.0;1111.0;93.2;100.6;93.3;33.5;35.5
2022-2023;LYON;069;RHONE;0690037R;LYCEE GENERAL ET TECHNOLOGIQUE LA MARTINIERE DIDEROT;69381;LYON 1ER ARRONDISSEMENT;public;LEGT;728.0;;728.0;119.0;;119.0;38.8;
2022-2023;LYON;069;RHONE;0690047B;LYCEE PROFESSIONNEL MAGENTA LYCEE DES METIERS DES SERVICES ADMINISTRATIFS;69266;VILLEURBANNE;public;LP;;271.0;271.0;;79.4;79.4;;22.8
2022-2023;LYON;069;RHONE;0690048C;LYCEE PROFESSIONNEL DIDEROT LYCEE DES METIERS DU TEXTILE DE L HABILLEMENT ET DE LA MAINTENANCE INDUSTRIELLE;69381;LYON 1ER ARRONDISSEMENT;public;LPO;17.0;204.0;221.0;107.6;86.5;88.1;23.6;26.8
2022-2023;LYON;069;RHONE;0690082P;LYCEE GENERAL ET TECHNOLOGIQUE JEAN PERRIN;69389;LYON 9E ARRONDISSEMENT;public;LEGT;726.0;;726.0;121.4;;121.4;39.3;
2022-2023;LYON;069;RHONE;0690520R;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE LA FAVORITE SAINTE THERESE;69385;LYON 5E ARRONDISSEMENT;privé sous contrat;LEGT;638.0;;638.0;134.9;;134.9;23.3;
2022-2023;LYON;069;RHONE;0690521S;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE SAINTE MARIE;69385;LYON 5E ARRONDISSEMENT;privé sous contrat;LEGT;1840.0;;1840.0;138.1;;138.1;24.4;
2022-2023;LYON;069;RHONE;0690522T;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE AUX LAZARISTES;69385;LYON 5E ARRONDISSEMENT;privé sous contrat;LEGT;919.0;;919.0;144.0;;144.0;22.0;
2022-2023;LYON;069;RHONE;0690529A;LYCEE GENERAL PRIVE DEBORDE;69386;LYON 6E ARRONDISSEMENT;privé sous contrat;LEGT;170.0;;170.0;123.9;;123.9;30.1;
2022-2023;LYON;069;RHONE;0690538K;LYCEE GENERAL PRIVE PIERRE TERMIER;69388;LYON 8E ARRONDISSEMENT;privé sous contrat;LEGT;400.0;;400.0;131.2;;131.2;26.0;
2022-2023;LYON;069;RHONE;0690642Y;LYCEE TECHNOLOGIQUE PRIVE ORT;69388;LYON 8E ARRONDISSEMENT;privé sous contrat;LEGT;76.0;;76.0;114.4;;114.4;25.8;
2022-2023;LYON;069;RHONE;0690651H;LYCEE PROFESSIONNEL PRIVE SAINT JOSEPH LYCEE DES METIERS DE L ENERGIE DE LA GESTION ADMINISTRATION ET DE LA RELATION CLIENTELE;69387;LYON 7E ARRONDISSEMENT;privé sous contrat;LP;;469.0;469.0;;109.2;109.2;;29.1
2022-2023;LYON;069;RHONE;0690660T;LYCEE PROFESSIONNEL PRIVE JAPY LYCEE DES METIERS DE LA VENTE ET DE LA GESTION ADMINISTRATIVE;69381;LYON 1ER ARRONDISSEMENT;privé sous contrat;LP;;233.0;233.0;;97.2;97.2;;24.8
2022-2023;LYON;069;RHONE;0690671E;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE JEAN BAPTISTE DE LA SALLE;69381;LYON 1ER ARRONDISSEMENT;privé sous contrat;LEGT;286.0;;286.0;131.6;;131.6;28.6;
2022-2023;LYON;069;RHONE;0690698J;LYCEE PROFESSIONNEL PRIVE SOCIETE ENSEIGNEMENT PROFESSIONNEL DU RHONE LYCEE DES METIERS DU RESEAU TEXTILE MODE CUIR;69383;LYON 3E ARRONDISSEMENT;privé sous contrat;LP;;399.0;399.0;;117.0;117.0;;30.9
2022-2023;LYON;069;RHONE;0690712Z;LYCEE PROFESSIONNEL PRIVE SAINT LOUIS SAINT BRUNO LYCEE DES METIERS DU TERTIAIRE ADMINISTRATIF ET COMMERCIAL;69381;LYON 1ER ARRONDISSEMENT;privé sous contrat;LP;;178.0;178.0;;118.4;118.4;;27.6
2022-2023;LYON;069;RHONE;0691644M;LYCEE POLYVALENT LOUIS ARMAND;69264;VILLEFRANCHE SUR SAONE;public;LPO;1409.0;308.0;1717.0;124.3;92.0;118.5;35.2;30.3
2022-2023;LYON;069;RHONE;0691724Z;LYCEE PROFESSIONNEL PRIVE DES ARTS DE LA COIFFURE LYCEE DES METIERS DES ARTS DE LA COIFFURE;69381;LYON 1ER ARRONDISSEMENT;privé sous contrat;LP;;89.0;89.0;;91.6;91.6;;21.1
2022-2023;LYON;069;RHONE;0691875N;LYCEE PROFESSIONNEL PRIVE INSTITUT TECHNIQUE DES CARRIERES CAROLE;69382;LYON 2E ARRONDISSEMENT;privé sous contrat;LP;;130.0;130.0;;112.4;112.4;;21.6
2022-2023;LYON;069;RHONE;0692517L;LYCEE POLYVALENT CAMUS SERMENAZ;69286;RILLIEUX LA PAPE;public;LPO;774.0;361.0;1135.0;92.8;86.1;90.7;34.2;26.0
2022-2023;LYON;069;RHONE;0692717D;LYCEE POLYVALENT JACQUES BREL;69259;VENISSIEUX;public;LPO;639.0;333.0;972.0;78.8;72.1;76.5;25.9;20.6
2022-2023;LYON;069;RHONE;0693332X;LYCEE PROFESSIONNEL PRIVE LA VIDAUDE;69204;SAINT GENIS LAVAL;privé sous contrat;LP;;5.0;5.0;;119.6;119.6;;28.7
2022-2023;LYON;069;RHONE;0693371P;LYCEE PROFESSIONNEL PRIVE DON BOSCO LYCEE DES METIERS DES SERVICES A LA PERSONNE;69385;LYON 5E ARRONDISSEMENT;privé sous contrat;LP;;228.0;228.0;;109.9;109.9;;28.4
2022-2023;LYON;069;RHONE;0693566B;LYCEE POLYVALENT FRANCOIS MANSART;69248;THIZY LES BOURGS;public;LPO;211.0;100.0;311.0;98.9;75.7;91.4;30.4;21.8
2022-2023;LYON;069;RHONE;0693587Z;LYCEE GENERAL PRIVE LA XAVIERE;69388;LYON 8E ARRONDISSEMENT;privé sous contrat;LEGT;418.0;;418.0;121.7;;121.7;32.1;
2022-2023;LYON;069;RHONE;0693786R;LYCEE POLYVALENT PRIVE JEHANNE DE FRANCE;69389;LYON 9E ARRONDISSEMENT;privé sous contrat;LPO;56.0;219.0;275.0;130.5;122.1;123.8;27.0;28.3
2022-2023;LYON;069;RHONE;0694026B;LYCEE GENERAL ROSA PARKS;69143;NEUVILLE SUR SAONE;public;LEGT;819.0;;819.0;130.3;;130.3;35.9;
2022-2023;BESANCON;070;HAUTE-SAONE;0701001H;LYCEE PROFESSIONNEL PRIVE SAINT PIERRE FOURIER;70279;GRAY;privé sous contrat;LP;;81.0;81.0;;86.7;86.7;;25.4
2022-2023;BESANCON;070;HAUTE-SAONE;0701052N;LYCEE GENERAL ET TECHNOLOGIQUE LES HABERGES;70550;VESOUL;public;LEGT;780.0;;780.0;109.7;;109.7;34.2;
2022-2023;DIJON;071;SAONE-ET-LOIRE;0710010A;LYCEE POLYVALENT MATHIAS;71076;CHALON SUR SAONE;public;LPO;811.0;83.0;894.0;104.9;81.3;102.7;32.3;27.9
2022-2023;DIJON;071;SAONE-ET-LOIRE;0710018J;LYCEE POLYVALENT JULIEN WITTMER;71106;CHAROLLES;public;LPO;530.0;152.0;682.0;110.3;86.8;105.1;30.9;22.4
2022-2023;DIJON;071;SAONE-ET-LOIRE;0710054Y;LYCEE GENERAL ET TECHNOLOGIQUE HENRI PARRIAT;71306;MONTCEAU LES MINES;public;LEGT;904.0;;904.0;101.4;;101.4;33.1;
2022-2023;DIJON;071;SAONE-ET-LOIRE;0710112L;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE JEANNE D ARC;71342;PARAY LE MONIAL;privé sous contrat;LEGT;428.0;;428.0;118.5;;118.5;30.2;
2022-2023;DIJON;071;SAONE-ET-LOIRE;0711422K;LYCEE POLYVALENT HILAIRE DE CHARDONNET;71076;CHALON SUR SAONE;public;LEGT;605.0;;605.0;105.4;;105.4;33.0;
2022-2023;DIJON;071;SAONE-ET-LOIRE;0711755X;LYCEE POLYVALENT PRIVE DU SACRE COEUR;71342;PARAY LE MONIAL;privé sous contrat;LP;;389.0;389.0;;101.7;101.7;;24.8
2022-2023;NANTES;072;SARTHE;0720017C;LYCEE POLYVALENT ROBERT GARNIER LYCEE DES METIERS DES SERVICES ET DE L INDUSTRIE;72132;LA FERTE BERNARD;public;LPO;804.0;244.0;1048.0;103.7;82.6;98.8;32.8;23.7
2022-2023;NANTES;072;SARTHE;0720048L;LPO RAPHAËL ELIZE LYCEE DES METIERS DE LA MAINTENANCE INDUSTRIELLE DE L EBENISTERIE DE LA GESTION ADMINISTRATIVE ET RELATIONS CLIENTS;72264;SABLE SUR SARTHE;public;LPO;712.0;312.0;1024.0;103.5;85.8;98.1;32.7;27.6
2022-2023;NANTES;072;SARTHE;0720825F;LYCEE PROFESSIONNEL PRIVE JOSEPH ROUSSEL;72181;LE MANS;privé sous contrat;LP;;368.0;368.0;;99.2;99.2;;26.2
2022-2023;NANTES;072;SARTHE;0720843A;LYCEE POLYVALENT PRIVE SAINTE ANNE;72264;SABLE SUR SARTHE;privé sous contrat;LPO;149.0;58.0;207.0;111.7;95.0;107.0;30.1;26.7
2022-2023;NANTES;072;SARTHE;0721094Y;LYCEE POLYVALENT LE MANS SUD;72181;LE MANS;public;LPO;976.0;451.0;1427.0;104.2;84.9;98.1;33.4;25.0
2022-2023;NANTES;072;SARTHE;0721548S;LYCEE GENERAL ET TECHNOLOGIQUE ANDRE MALRAUX;72003;ALLONNES;public;LEGT;690.0;;690.0;108.8;;108.8;34.6;
2022-2023;NANTES;072;SARTHE;0721549T;LYCEE GENERAL PRIVE SAINT PAUL NOTRE DAME;72132;LA FERTE BERNARD;privé sous contrat;LEGT;119.0;;119.0;109.4;;109.4;29.0;
2022-2023;GRENOBLE;073;SAVOIE;0730037U;LYCEE POLYVALENT PAUL HEROULT;73248;SAINT JEAN DE MAURIENNE;public;LPO;676.0;287.0;963.0;110.8;96.9;106.7;31.6;27.3
2022-2023;GRENOBLE;074;HAUTE SAVOIE;0740006E;LYCEE POLYVALENT LOUIS LACHENAL LYCEE DES METIERS DU BATIMENT ET DE L INDUSTRIE;74019;ARGONAY;public;LPO;1322.0;59.0;1381.0;125.7;100.7;124.6;32.3;29.3
2022-2023;GRENOBLE;074;HAUTE SAVOIE;0740013M;LYCEE POLYVALENT GUILLAUME FICHET LYCEE DES METIERS DU COMMERCE ET DES ACTIVITES ADMINISTRATIVES;74042;BONNEVILLE;public;LPO;821.0;210.0;1031.0;104.7;82.3;100.2;34.1;24.0
2022-2023;GRENOBLE;074;HAUTE SAVOIE;0740031G;LYCEE PROFESSIONNEL PORTE DES ALPES LYCEE DES METIERS DU BATIMENT ET DES TRAVAUX PUBLICS;74225;RUMILLY;public;LP;;282.0;282.0;;94.2;94.2;;27.4
2022-2023;GRENOBLE;074;HAUTE SAVOIE;0740051D;LYCEE POLYVALENT ANNA DE NOAILLES;74119;EVIAN LES BAINS;public;LPO;733.0;83.0;816.0;118.3;95.5;116.0;33.0;27.1
2022-2023;GRENOBLE;074;HAUTE SAVOIE;0740054G;LYCEE PROFESSIONNEL G SOMMEILLER;74010;ANNECY;public;LPO;10.0;453.0;463.0;91.7;90.4;90.4;17.0;27.2
2022-2023;GRENOBLE;074;HAUTE SAVOIE;0740092Y;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE SAINTE FAMILLE;74224;LA ROCHE SUR FORON;privé sous contrat;LEGT;661.0;;661.0;130.1;;130.1;28.0;
2022-2023;GRENOBLE;074;HAUTE SAVOIE;0740104L;LYCEE GENERAL PRIVE SAINT FRANCOIS;74305;VILLE LA GRAND;privé sous contrat;LEGT;467.0;;467.0;123.5;;123.5;26.5;
2022-2023;GRENOBLE;074;HAUTE SAVOIE;0740148J;LYCEE PROFESSIONNEL PRIVE LA FONTAINE;74123;FAVERGES SEYTHENEX;privé sous contrat;LP;;324.0;324.0;;106.9;106.9;;27.7
2022-2023;PARIS;075;PARIS;0750660K;LYCEE GENERAL FENELON;75106;PARIS 6E ARRONDISSEMENT;public;LEGT;497.0;;497.0;143.4;;143.4;35.7;
2022-2023;PARIS;075;PARIS;0750667T;LYCEE GENERAL CONDORCET;75109;PARIS 9E ARRONDISSEMENT;public;LEGT;519.0;;519.0;132.4;;132.4;41.3;
2022-2023;PARIS;075;PARIS;0750668U;LYCEE GENERAL JACQUES DECOUR;75109;PARIS 9E ARRONDISSEMENT;public;LEGT;985.0;;985.0;124.8;;124.8;38.8;
2022-2023;PARIS;075;PARIS;0750673Z;LYCEE GENERAL COLBERT;75110;PARIS 10E ARRONDISSEMENT;public;LEGT;659.0;;659.0;114.1;;114.1;38.7;
2022-2023;PARIS;075;PARIS;0750676C;LYCEE POLYVALENT DORIAN LYCEE DES METIERS DE LA MECATRONIQUE DE LA TOPOGRAPHIE ET DE LA VERRERIE;75111;PARIS 11E ARRONDISSEMENT;public;LPO;441.0;127.0;568.0;112.3;100.5;109.6;37.9;34.8
2022-2023;PARIS;075;PARIS;0750688R;LYCEE GENERAL ET TECHNOLOGIQUE RABELAIS;75118;PARIS 18E ARRONDISSEMENT;public;LEGT;280.0;;280.0;98.9;;98.9;30.1;
2022-2023;PARIS;075;PARIS;0750694X;LYCEE GENERAL CAMILLE SEE;75115;PARIS 15E ARRONDISSEMENT;public;LEGT;475.0;;475.0;133.6;;133.6;36.5;
2022-2023;PARIS;075;PARIS;0750696Z;LYCEE GENERAL ET TECHNOLOGIQUE ROGER VERLOMME;75115;PARIS 15E ARRONDISSEMENT;public;LEGT;244.0;;244.0;97.3;;97.3;32.7;
2022-2023;PARIS;075;PARIS;0750770E;LYCEE PROFESSIONNEL ABBE GREGOIRE;75103;PARIS 3E ARRONDISSEMENT;public;LP;;209.0;209.0;;91.1;91.1;;31.6
2022-2023;PARIS;075;PARIS;0750785W;LYCEE PROFESSIONNEL GALILEE;75113;PARIS 13E ARRONDISSEMENT;public;LP;;240.0;240.0;;90.8;90.8;;27.2
2022-2023;PARIS;075;PARIS;0750788Z;LYCEE PROFESSIONNEL MARCEL DEPREZ LYCEE DES METIERS DE L ELECTROTECHNIQUE;75111;PARIS 11E ARRONDISSEMENT;public;LP;;338.0;338.0;;84.4;84.4;;26.0
2022-2023;PARIS;075;PARIS;0750800M;LYCEE PROFESSIONNEL EDMOND ROSTAND;75118;PARIS 18E ARRONDISSEMENT;public;LP;;103.0;103.0;;86.9;86.9;;27.3
2022-2023;PARIS;075;PARIS;0750808W;LYCEE PROFESSIONNEL ETIENNE DOLET;75120;PARIS 20E ARRONDISSEMENT;public;LP;;283.0;283.0;;83.1;83.1;;21.8
2022-2023;PARIS;075;PARIS;0752937K;ECOLE INTERNATIONALE BILINGUE SECTION ETOILE;75117;PARIS 17E ARRONDISSEMENT;privé sous contrat;LEGT;116.0;;116.0;162.3;;162.3;13.1;
2022-2023;PARIS;075;PARIS;0752961L;LYCEE PROFESSIONNEL GUSTAVE EIFFEL;75107;PARIS 7E ARRONDISSEMENT;public;LP;;217.0;217.0;;87.5;87.5;;26.7
2022-2023;PARIS;075;PARIS;0753852E;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE SAINTE JEANNE ELISABETH;75107;PARIS 7E ARRONDISSEMENT;privé sous contrat;LEGT;269.0;;269.0;146.5;;146.5;18.6;
2022-2023;PARIS;075;PARIS;0753873C;LYCEE PRIVE FENELON SAINTE MARIE LA PLAINE MONCEAU;75108;PARIS 8E ARRONDISSEMENT;privé sous contrat;LEGT;782.0;;782.0;149.1;;149.1;15.2;
2022-2023;PARIS;075;PARIS;0753874D;ECOLE ACTIVE JEANNINE MANUEL (LYCEE GENERAL PRIVE);75115;PARIS 15E ARRONDISSEMENT;privé sous contrat;LEGT;522.0;;522.0;161.0;;161.0;15.3;
2022-2023;PARIS;075;PARIS;0753883N;LYCEE GENERAL PRIVE EDGAR POE;75110;PARIS 10E ARRONDISSEMENT;privé sous contrat;LEGT;305.0;;305.0;155.1;;155.1;22.8;
2022-2023;PARIS;075;PARIS;0753890W;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE CHARLES PEGUY;75111;PARIS 11E ARRONDISSEMENT;privé sous contrat;LEGT;555.0;;555.0;139.8;;139.8;25.6;
2022-2023;PARIS;075;PARIS;0753915Y;LYCEE GENERAL PRIVE BLOMET;75115;PARIS 15E ARRONDISSEMENT;privé sous contrat;LEGT;489.0;;489.0;144.6;;144.6;18.0;
2022-2023;PARIS;075;PARIS;0754015G;LYCEE POLYVALENT PRIVE JULES RICHARD MICROTECHNIQUES;75119;PARIS 19E ARRONDISSEMENT;privé sous contrat;LPO;87.0;31.0;118.0;130.3;116.6;126.7;34.3;32.0
2022-2023;PARIS;075;PARIS;0754045P;LYCEE POLYVALENT PRIVE CATHERINE LABOURE;75114;PARIS 14E ARRONDISSEMENT;privé sous contrat;LPO;238.0;133.0;371.0;132.1;131.5;131.9;25.1;26.9
2022-2023;PARIS;075;PARIS;0754475G;LYCEE POLYVALENT LEONARD DE VINCI LYCEE DES METIERS DU BOIS;75115;PARIS 15E ARRONDISSEMENT;public;LPO;62.0;146.0;208.0;99.8;94.6;96.2;37.3;29.1
2022-2023;PARIS;075;PARIS;0754476H;LYCEE POLYVALENT GUILLAUME TIREL LYCEE DES METIERS DE L HOTELLERIE;75114;PARIS 14E ARRONDISSEMENT;public;LPO;66.0;180.0;246.0;129.3;96.0;105.0;34.6;32.5
2022-2023;PARIS;075;PARIS;0754479L;LYCEE GENERAL PRIVE OZAR HATORAH;75111;PARIS 11E ARRONDISSEMENT;privé sous contrat;LEGT;148.0;;148.0;117.7;;117.7;26.7;
2022-2023;NORMANDIE;076;SEINE MARITIME;0760022L;LYCEE PROFESSIONNEL BERNARD PALISSY LYCEE DES METIERS DE L ACIER DE L ALUMINIUM ET DES SERVICES;76410;MAROMME;public;LP;;447.0;447.0;;82.1;82.1;;23.5
2022-2023;NORMANDIE;076;SEINE MARITIME;0760058A;LYCEE POLYVALENT SCHUMAN PERRET LYCEE DES METIERS DE L HABITAT DES SCIENCES ET DE L INDUSTRIE;76351;LE HAVRE;public;LPO;413.0;576.0;989.0;87.9;82.7;84.9;27.3;23.2
2022-2023;NORMANDIE;076;SEINE MARITIME;0760090K;LYCEE GENERAL PIERRE CORNEILLE;76540;ROUEN;public;LEGT;904.0;;904.0;141.5;;141.5;33.1;
2022-2023;NORMANDIE;076;SEINE MARITIME;0760095R;LYCEE POLYVALENT BLAISE PASCAL;76540;ROUEN;public;LPO;815.0;57.0;872.0;105.1;87.7;103.9;36.9;23.8
2022-2023;NORMANDIE;076;SEINE MARITIME;0760132F;LYCEE PROFESSIONNEL JULES SIEGFRIED LYCEE DES METIERS DES SCIENCES DU NUMERIQUE ET DE L INNOVATION TECHNOLOGIQUE;76351;LE HAVRE;public;LP;;220.0;220.0;;88.7;88.7;;26.0
2022-2023;NORMANDIE;076;SEINE MARITIME;0760174B;LYCEE GENERAL ET TECHNOLOGIQUE CLAUDE MONET;76351;LE HAVRE;public;LEGT;1058.0;;1058.0;91.3;;91.3;29.4;
2022-2023;NORMANDIE;076;SEINE MARITIME;0761713Z;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE LA PROVIDENCE;76429;LE MESNIL ESNARD;privé sous contrat;LEGT;479.0;;479.0;124.8;;124.8;29.2;
2022-2023;NORMANDIE;076;SEINE MARITIME;0762601P;LYCEE POLYVALENT GEORGES BRASSENS;76462;NEUFCHATEL EN BRAY;public;LPO;616.0;244.0;860.0;101.0;78.5;94.6;32.8;22.8
2022-2023;NORMANDIE;076;SEINE MARITIME;0762976X;LYCEE POLYVALENT FRANCOISE DE GRACE LYCEE DES METIERS DES SERVICES AUX PERSONNES AUX ENTREPRISES ET DU COMMERCE;76351;LE HAVRE;public;LPO;126.0;258.0;384.0;87.8;75.8;79.8;25.2;18.9
2022-2023;NORMANDIE;076;SEINE MARITIME;0763112V;LYCEE GENERAL PRIVE LA PROVIDENCE;76259;FECAMP;privé sous contrat;LEGT;299.0;;299.0;115.7;;115.7;28.8;
2022-2023;NORMANDIE;076;SEINE MARITIME;0763237F;LYCEE POLYVALENT GEORGES BAPTISTE LYCEE DES METIERS DE L HOTELLERIE DE LA RESTAURATION ET DE LA BOULANGERIE PATISSERIE;76157;CANTELEU;public;LPO;53.0;365.0;418.0;113.8;95.4;97.7;35.5;31.7
2022-2023;NORMANDIE;076;SEINE MARITIME;0763409T;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE JEAN PAUL II;76540;ROUEN;privé sous contrat;LEGT;502.0;;502.0;135.5;;135.5;26.6;
2022-2023;CRETEIL;077;SEINE-ET-MARNE;0770945J;LP GUSTAVE EIFFEL LYCEE DES METIERS DES STRUCTURES METALLIQUES ET DE LA CHAUDRONERIE LYCEE DES METIERS DE L ELECTROTECHNIQUE;77482;VARENNES SUR SEINE;public;LP;;227.0;227.0;;93.1;93.1;;28.2
2022-2023;CRETEIL;077;SEINE-ET-MARNE;0771200L;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE BLANCHE DE CASTILLE;77186;FONTAINEBLEAU;privé sous contrat;LPO;74.0;306.0;380.0;128.8;119.7;121.5;24.3;27.4
2022-2023;CRETEIL;077;SEINE-ET-MARNE;0771246L;LYCEE GENERAL BOSSUET;77284;MEAUX;privé sous contrat;LEGT;1111.0;;1111.0;126.7;;126.7;25.2;
2022-2023;CRETEIL;077;SEINE-ET-MARNE;0771336J;LYCEE POLYVALENT LES PANNEVELLES LYCEE DES METIERS DU BATIMENT ET DES TRAVAUX PUBLICS;77379;PROVINS;public;LPO;395.0;487.0;882.0;101.8;88.1;94.3;32.2;26.8
2022-2023;CRETEIL;077;SEINE-ET-MARNE;0771663P;LYCEE GENERAL ET TECHNOLOGIQUE GEORGE SAND;77285;LE MEE SUR SEINE;public;LEGT;632.0;;632.0;92.5;;92.5;31.0;
2022-2023;CRETEIL;077;SEINE-ET-MARNE;0771880A;LYCEE PROFESSIONNEL CHARLES BAUDELAIRE;77284;MEAUX;public;LP;;558.0;558.0;;89.6;89.6;;26.0
2022-2023;CRETEIL;077;SEINE-ET-MARNE;0772127U;LYCEE GENERAL ET TECHNOLOGIQUE GALILEE;77122;COMBS LA VILLE;public;LEGT;763.0;;763.0;117.7;;117.7;32.7;
2022-2023;CRETEIL;077;SEINE-ET-MARNE;0772228D;LYCEE POLYVALENT CHARLES DE GAULLE LYCEE DES METIERS DE LA SANTE ET DU TRAVAIL SOCIAL;77259;LONGPERRIER;public;LPO;777.0;218.0;995.0;107.6;90.3;103.8;29.8;24.5
2022-2023;CRETEIL;077;SEINE-ET-MARNE;0772243V;LYCEE GENERAL ET TECHNOLOGIQUE CAMILLE CLAUDEL;77373;PONTAULT COMBAULT;public;LEGT;1093.0;;1093.0;113.1;;113.1;34.1;
2022-2023;CRETEIL;077;SEINE-ET-MARNE;0772276F;LYCEE POLYVALENT JEHAN DE CHELLES LYCEE DES METIERS DE LA SANTE ET DU SOCIAL;77108;CHELLES;public;LPO;910.0;251.0;1161.0;105.6;86.0;101.4;32.7;23.9
2022-2023;VERSAILLES;078;YVELINES;0780422K;LYCEE GENERAL ET TECHNOLOGIQUE FRANCOIS VILLON;78440;LES MUREAUX;public;LEGT;1192.0;;1192.0;102.7;;102.7;34.3;
2022-2023;VERSAILLES;078;YVELINES;0780515L;LYCEE GENERAL ET TECHNOLOGIQUE LES SEPT MARES;78383;MAUREPAS;public;LEGT;786.0;;786.0;126.5;;126.5;35.9;
2022-2023;VERSAILLES;078;YVELINES;0781297L;LYCEE GENERAL ET TECHNOLOGIQUE PLAINE DE NEAUPHLE;78621;TRAPPES;public;LEGT;582.0;;582.0;88.3;;88.3;27.4;
2022-2023;VERSAILLES;078;YVELINES;0781578S;LYCEE POLYVALENT HOTELLERIE ET TOURISME LYCEE DES METIERS DES SERVICES HOTELIERS ET DU TOURISME;78297;GUYANCOURT;public;LPO;187.0;282.0;469.0;126.4;107.3;114.9;33.2;32.4
2022-2023;VERSAILLES;078;YVELINES;0781899R;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE SAINT FRANCOIS D ASSISE;78423;MONTIGNY LE BRETONNEUX;privé sous contrat;LEGT;611.0;;611.0;146.3;;146.3;20.9;
2022-2023;VERSAILLES;078;YVELINES;0781950W;LYCEE POLYVALENT LOUISE WEISS;78005;ACHERES;public;LPO;536.0;166.0;702.0;106.9;85.5;101.8;34.1;26.2
2022-2023;VERSAILLES;078;YVELINES;0781951X;LYCEE POLYVALENT SEDAR SENGHOR;78354;MAGNANVILLE;public;LPO;827.0;240.0;1067.0;111.0;92.2;106.8;33.6;27.3
2022-2023;VERSAILLES;078;YVELINES;0782568T;LYCEE GENERAL ET TECHNOLOGIQUE ALAIN;78650;LE VESINET;public;LEGT;1157.0;;1157.0;145.0;;145.0;29.3;
2022-2023;VERSAILLES;078;YVELINES;0782924E;LYCEE GENERAL ET TECHNOLOGIQUE EVARISTE GALOIS;78586;SARTROUVILLE;public;LEGT;1702.0;;1702.0;121.3;;121.3;38.0;
2022-2023;VERSAILLES;078;YVELINES;0783351U;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE NOTRE DAME DU GRANDCHAMP;78646;VERSAILLES;privé sous contrat;LEGT;1019.0;;1019.0;144.1;;144.1;21.1;
2022-2023;VERSAILLES;078;YVELINES;0783447Y;LYCEE POLYVALENT SIMONE WEIL LYCEE DES METIERS DU NAUTISME;78172;CONFLANS SAINTE HONORINE;public;LP;;496.0;496.0;;89.9;89.9;;28.1
2022-2023;VERSAILLES;078;YVELINES;0783549J;LYCEE D ENSEIGNEMENT GENERAL INTERNATIONAL;78551;SAINT GERMAIN EN LAYE;public;LEGT;1049.0;;1049.0;152.1;;152.1;27.0;
2022-2023;POITIERS;079;DEUX-SEVRES;0790015M;LYCEE PROFESSIONNEL JEAN FRANCOIS CAIL LYCEE DES METIERS DU COMMERCE ET DE LA VENTE;79083;CHEF BOUTONNE;public;LP;;159.0;159.0;;85.1;85.1;;24.0
2022-2023;POITIERS;079;DEUX-SEVRES;0790036K;LYCEE GENERAL ET TECHNOLOGIQUE CITE SCOLAIRE JEAN MOULIN;79329;THOUARS;public;LEGT;464.0;;464.0;102.4;;102.4;33.0;
2022-2023;POITIERS;079;DEUX-SEVRES;0790964U;LYCEE PROFESSIONNEL THOMAS JEAN MAIN;79191;NIORT;public;LP;;320.0;320.0;;86.4;86.4;;26.8
2022-2023;AMIENS;080;SOMME;0800007Y;LYCEE POLYVALENT LAMARCK LYCEE DES METIERS;80016;ALBERT;public;LPO;454.0;208.0;662.0;103.3;79.6;95.9;33.5;22.4
2022-2023;AMIENS;080;SOMME;0800013E;LYCEE PROFESSIONNEL DE L ACHEULEEN LYCEE DES METIERS DU BATIMENT;80021;AMIENS;public;LP;;470.0;470.0;;80.2;80.2;;24.0
